Wteam,Lteam,Home,Neutral,Away
2012_1124,2012_1243,0,1,0
2012_1124,2012_1246,0,1,0
2012_1124,2012_1249,0,1,0
2012_1124,2012_1250,0,1,0
2012_1124,2012_1253,0,1,0
2012_1124,2012_1254,0,1,0
2012_1124,2012_1257,0,1,0
2012_1124,2012_1259,0,1,0
2012_1124,2012_1266,0,1,0
2012_1124,2012_1272,0,1,0
2012_1124,2012_1276,0,1,0
2012_1124,2012_1277,0,1,0
2012_1124,2012_1281,0,1,0
2012_1124,2012_1285,0,1,0
2012_1124,2012_1290,0,1,0
2012_1124,2012_1293,0,1,0
2012_1124,2012_1301,0,1,0
2012_1124,2012_1307,0,1,0
2012_1124,2012_1308,0,1,0
2012_1124,2012_1313,0,1,0
2012_1124,2012_1314,0,1,0
2012_1124,2012_1323,0,1,0
2012_1124,2012_1325,0,1,0
2012_1124,2012_1326,0,1,0
2012_1124,2012_1345,0,1,0
2012_1124,2012_1355,0,1,0
2012_1124,2012_1361,0,1,0
2012_1124,2012_1378,0,1,0
2012_1124,2012_1379,0,1,0
2012_1124,2012_1382,0,1,0
2012_1124,2012_1387,0,1,0
2012_1124,2012_1388,0,1,0
2012_1124,2012_1393,0,1,0
2012_1124,2012_1396,0,1,0
2012_1124,2012_1400,0,1,0
2012_1124,2012_1421,0,1,0
2012_1124,2012_1424,0,1,0
2012_1124,2012_1433,0,1,0
2012_1124,2012_1435,0,1,0
2012_1124,2012_1436,0,1,0
2012_1124,2012_1438,0,1,0
2012_1124,2012_1443,0,1,0
2012_1124,2012_1452,0,1,0
2012_1124,2012_1455,0,1,0
2012_1124,2012_1458,0,1,0
2012_1124,2012_1462,0,1,0
2012_1125,2012_1140,0,1,0
2012_1125,2012_1143,0,1,0
2012_1125,2012_1153,0,1,0
2012_1125,2012_1160,0,1,0
2012_1125,2012_1161,0,1,0
2012_1125,2012_1163,0,1,0
2012_1125,2012_1166,0,1,0
2012_1125,2012_1172,0,1,0
2012_1125,2012_1178,0,1,0
2012_1125,2012_1181,0,1,0
2012_1125,2012_1196,0,1,0
2012_1125,2012_1199,0,1,0
2012_1125,2012_1207,0,1,0
2012_1125,2012_1211,0,1,0
2012_1125,2012_1217,0,1,0
2012_1125,2012_1231,0,1,0
2012_1125,2012_1233,0,1,0
2012_1125,2012_1235,0,1,0
2012_1125,2012_1242,0,1,0
2012_1125,2012_1243,0,1,0
2012_1125,2012_1246,0,1,0
2012_1125,2012_1249,0,1,0
2012_1125,2012_1250,0,1,0
2012_1125,2012_1253,0,1,0
2012_1125,2012_1254,0,1,0
2012_1125,2012_1257,0,1,0
2012_1125,2012_1259,0,1,0
2012_1125,2012_1266,0,1,0
2012_1125,2012_1272,0,1,0
2012_1125,2012_1276,0,1,0
2012_1125,2012_1277,0,1,0
2012_1125,2012_1281,0,1,0
2012_1125,2012_1285,0,1,0
2012_1125,2012_1290,0,1,0
2012_1125,2012_1293,0,1,0
2012_1125,2012_1301,0,1,0
2012_1125,2012_1307,0,1,0
2012_1125,2012_1308,0,1,0
2012_1125,2012_1313,0,1,0
2012_1125,2012_1314,0,1,0
2012_1125,2012_1323,0,1,0
2012_1125,2012_1325,0,1,0
2012_1125,2012_1326,0,1,0
2012_1125,2012_1345,0,1,0
2012_1125,2012_1355,0,1,0
2012_1125,2012_1361,0,1,0
2012_1125,2012_1378,0,1,0
2012_1125,2012_1379,0,1,0
2012_1125,2012_1382,0,1,0
2012_1125,2012_1387,0,1,0
2012_1125,2012_1388,0,1,0
2012_1125,2012_1393,0,1,0
2012_1125,2012_1396,0,1,0
2012_1125,2012_1400,0,1,0
2012_1125,2012_1421,0,1,0
2012_1125,2012_1424,0,1,0
2012_1125,2012_1433,0,1,0
2012_1125,2012_1435,0,1,0
2012_1125,2012_1436,0,1,0
2012_1125,2012_1438,0,1,0
2012_1125,2012_1443,0,1,0
2012_1125,2012_1452,0,1,0
2012_1125,2012_1455,0,1,0
2012_1125,2012_1458,0,1,0
2012_1125,2012_1462,0,1,0
2012_1140,2012_1143,0,1,0
2012_1140,2012_1153,0,1,0
2012_1140,2012_1160,0,1,0
2012_1140,2012_1161,0,1,0
2012_1140,2012_1163,0,1,0
2012_1140,2012_1166,0,1,0
2012_1140,2012_1172,0,1,0
2012_1140,2012_1178,0,1,0
2012_1140,2012_1181,0,1,0
2012_1140,2012_1196,0,1,0
2012_1140,2012_1199,0,1,0
2012_1140,2012_1207,0,1,0
2012_1140,2012_1211,0,1,0
2012_1140,2012_1217,0,1,0
2012_1140,2012_1231,0,1,0
2012_1140,2012_1233,0,1,0
2012_1140,2012_1235,0,1,0
2012_1140,2012_1242,0,1,0
2012_1140,2012_1243,0,1,0
2012_1140,2012_1246,0,1,0
2012_1140,2012_1249,0,1,0
2012_1140,2012_1250,0,1,0
2012_1140,2012_1253,0,1,0
2012_1140,2012_1254,0,1,0
2012_1140,2012_1257,0,1,0
2012_1140,2012_1259,0,1,0
2012_1140,2012_1266,0,1,0
2012_1140,2012_1272,0,1,0
2012_1140,2012_1276,0,1,0
2012_1140,2012_1277,0,1,0
2012_1140,2012_1281,0,1,0
2012_1140,2012_1285,0,1,0
2012_1140,2012_1290,0,1,0
2012_1140,2012_1293,0,1,0
2012_1140,2012_1301,0,1,0
2012_1140,2012_1307,0,1,0
2012_1140,2012_1308,0,1,0
2012_1140,2012_1313,0,1,0
2012_1140,2012_1314,0,1,0
2012_1140,2012_1323,0,1,0
2012_1140,2012_1325,0,1,0
2012_1140,2012_1326,0,1,0
2012_1140,2012_1345,0,1,0
2012_1140,2012_1355,0,1,0
2012_1140,2012_1361,0,1,0
2012_1140,2012_1378,0,1,0
2012_1140,2012_1379,0,1,0
2012_1140,2012_1382,0,1,0
2012_1140,2012_1387,0,1,0
2012_1140,2012_1388,0,1,0
2012_1140,2012_1393,0,1,0
2012_1140,2012_1396,0,1,0
2012_1140,2012_1400,0,1,0
2012_1140,2012_1421,0,1,0
2012_1140,2012_1424,0,1,0
2012_1140,2012_1433,0,1,0
2012_1140,2012_1435,0,1,0
2012_1140,2012_1436,0,1,0
2012_1140,2012_1438,0,1,0
2012_1140,2012_1443,0,1,0
2012_1140,2012_1452,0,1,0
2012_1140,2012_1455,0,1,0
2012_1140,2012_1458,0,1,0
2012_1140,2012_1462,0,1,0
2012_1143,2012_1153,0,1,0
2012_1143,2012_1160,0,1,0
2012_1143,2012_1161,0,1,0
2012_1143,2012_1163,0,1,0
2012_1143,2012_1166,0,1,0
2012_1143,2012_1172,0,1,0
2012_1143,2012_1178,0,1,0
2012_1143,2012_1181,0,1,0
2012_1143,2012_1196,0,1,0
2012_1143,2012_1199,0,1,0
2012_1143,2012_1207,0,1,0
2012_1143,2012_1211,0,1,0
2012_1143,2012_1217,0,1,0
2012_1143,2012_1231,0,1,0
2012_1143,2012_1233,0,1,0
2012_1143,2012_1235,0,1,0
2012_1143,2012_1242,0,1,0
2012_1143,2012_1243,0,1,0
2012_1143,2012_1246,0,1,0
2012_1143,2012_1249,0,1,0
2012_1143,2012_1250,0,1,0
2012_1143,2012_1253,0,1,0
2012_1143,2012_1254,0,1,0
2012_1143,2012_1257,0,1,0
2012_1143,2012_1259,0,1,0
2012_1143,2012_1266,0,1,0
2012_1143,2012_1272,0,1,0
2012_1143,2012_1276,0,1,0
2012_1143,2012_1277,0,1,0
2012_1143,2012_1281,0,1,0
2012_1143,2012_1285,0,1,0
2012_1143,2012_1290,0,1,0
2012_1143,2012_1293,0,1,0
2012_1143,2012_1301,0,1,0
2012_1143,2012_1307,0,1,0
2012_1143,2012_1308,0,1,0
2012_1143,2012_1313,0,1,0
2012_1143,2012_1314,0,1,0
2012_1143,2012_1323,0,1,0
2012_1143,2012_1325,0,1,0
2012_1143,2012_1326,0,1,0
2012_1143,2012_1345,0,1,0
2012_1143,2012_1355,0,1,0
2012_1143,2012_1361,0,1,0
2012_1143,2012_1378,0,1,0
2012_1143,2012_1379,0,1,0
2012_1143,2012_1382,0,1,0
2012_1143,2012_1387,0,1,0
2012_1143,2012_1388,0,1,0
2012_1143,2012_1393,0,1,0
2012_1143,2012_1396,0,1,0
2012_1143,2012_1400,0,1,0
2012_1143,2012_1421,0,1,0
2012_1143,2012_1424,0,1,0
2012_1143,2012_1433,0,1,0
2012_1143,2012_1435,0,1,0
2012_1143,2012_1436,0,1,0
2012_1143,2012_1438,0,1,0
2012_1143,2012_1443,0,1,0
2012_1143,2012_1452,0,1,0
2012_1143,2012_1455,0,1,0
2012_1143,2012_1458,0,1,0
2012_1143,2012_1462,0,1,0
2012_1153,2012_1160,0,1,0
2012_1153,2012_1161,0,1,0
2012_1153,2012_1163,0,1,0
2012_1153,2012_1166,0,1,0
2012_1153,2012_1172,0,1,0
2012_1153,2012_1178,0,1,0
2012_1153,2012_1181,0,1,0
2012_1153,2012_1196,0,1,0
2012_1153,2012_1199,0,1,0
2012_1153,2012_1207,0,1,0
2012_1153,2012_1211,0,1,0
2012_1153,2012_1217,0,1,0
2012_1153,2012_1231,0,1,0
2012_1153,2012_1233,0,1,0
2012_1153,2012_1235,0,1,0
2012_1153,2012_1242,0,1,0
2012_1153,2012_1243,0,1,0
2012_1153,2012_1246,0,1,0
2012_1153,2012_1249,0,1,0
2012_1153,2012_1250,0,1,0
2012_1153,2012_1253,0,1,0
2012_1153,2012_1254,0,1,0
2012_1153,2012_1257,0,1,0
2012_1153,2012_1259,0,1,0
2012_1153,2012_1266,0,1,0
2012_1153,2012_1272,0,1,0
2012_1153,2012_1276,0,1,0
2012_1153,2012_1277,0,1,0
2012_1153,2012_1281,0,1,0
2012_1153,2012_1285,0,1,0
2012_1153,2012_1290,0,1,0
2012_1153,2012_1293,0,1,0
2012_1153,2012_1301,0,1,0
2012_1153,2012_1307,0,1,0
2012_1153,2012_1308,0,1,0
2012_1153,2012_1313,0,1,0
2012_1153,2012_1314,0,1,0
2012_1153,2012_1323,0,1,0
2012_1153,2012_1325,0,1,0
2012_1153,2012_1326,0,1,0
2012_1153,2012_1345,0,1,0
2012_1153,2012_1355,0,1,0
2012_1153,2012_1361,0,1,0
2012_1153,2012_1378,0,1,0
2012_1153,2012_1379,0,1,0
2012_1153,2012_1382,0,1,0
2012_1153,2012_1387,0,1,0
2012_1153,2012_1388,0,1,0
2012_1153,2012_1393,0,1,0
2012_1153,2012_1396,0,1,0
2012_1153,2012_1400,0,1,0
2012_1153,2012_1421,0,1,0
2012_1153,2012_1424,0,1,0
2012_1153,2012_1433,0,1,0
2012_1153,2012_1435,0,1,0
2012_1153,2012_1436,0,1,0
2012_1153,2012_1438,0,1,0
2012_1153,2012_1443,0,1,0
2012_1153,2012_1452,0,1,0
2012_1153,2012_1455,0,1,0
2012_1153,2012_1458,0,1,0
2012_1153,2012_1462,0,1,0
2012_1160,2012_1161,0,1,0
2012_1160,2012_1163,0,1,0
2012_1160,2012_1166,0,1,0
2012_1160,2012_1172,0,1,0
2012_1160,2012_1178,0,1,0
2012_1160,2012_1181,0,1,0
2012_1160,2012_1196,0,1,0
2012_1160,2012_1199,0,1,0
2012_1160,2012_1207,0,1,0
2012_1160,2012_1211,0,1,0
2012_1160,2012_1217,0,1,0
2012_1160,2012_1231,0,1,0
2012_1160,2012_1233,0,1,0
2012_1160,2012_1235,0,1,0
2012_1160,2012_1242,0,1,0
2012_1160,2012_1243,0,1,0
2012_1160,2012_1246,0,1,0
2012_1160,2012_1249,0,1,0
2012_1160,2012_1250,0,1,0
2012_1160,2012_1253,0,1,0
2012_1160,2012_1254,0,1,0
2012_1160,2012_1257,0,1,0
2012_1160,2012_1259,0,1,0
2012_1160,2012_1266,0,1,0
2012_1160,2012_1272,0,1,0
2012_1160,2012_1276,0,1,0
2012_1160,2012_1277,0,1,0
2012_1160,2012_1281,0,1,0
2012_1160,2012_1285,0,1,0
2012_1160,2012_1290,0,1,0
2012_1160,2012_1293,0,1,0
2012_1160,2012_1301,0,1,0
2012_1160,2012_1307,0,1,0
2012_1160,2012_1308,0,1,0
2012_1160,2012_1313,0,1,0
2012_1160,2012_1314,0,1,0
2012_1160,2012_1323,0,1,0
2012_1160,2012_1325,0,1,0
2012_1160,2012_1326,0,1,0
2012_1160,2012_1345,0,1,0
2012_1160,2012_1355,0,1,0
2012_1160,2012_1361,0,1,0
2012_1160,2012_1378,0,1,0
2012_1160,2012_1379,0,1,0
2012_1160,2012_1382,0,1,0
2012_1160,2012_1387,0,1,0
2012_1160,2012_1388,0,1,0
2012_1160,2012_1393,0,1,0
2012_1160,2012_1396,0,1,0
2012_1160,2012_1400,0,1,0
2012_1160,2012_1421,0,1,0
2012_1160,2012_1424,0,1,0
2012_1160,2012_1433,0,1,0
2012_1160,2012_1435,0,1,0
2012_1160,2012_1436,0,1,0
2012_1160,2012_1438,0,1,0
2012_1160,2012_1443,0,1,0
2012_1160,2012_1452,0,1,0
2012_1160,2012_1455,0,1,0
2012_1160,2012_1458,0,1,0
2012_1160,2012_1462,0,1,0
2012_1161,2012_1163,0,1,0
2012_1161,2012_1166,0,1,0
2012_1161,2012_1172,0,1,0
2012_1161,2012_1178,0,1,0
2012_1161,2012_1181,0,1,0
2012_1161,2012_1196,0,1,0
2012_1161,2012_1199,0,1,0
2012_1161,2012_1207,0,1,0
2012_1161,2012_1211,0,1,0
2012_1161,2012_1217,0,1,0
2012_1161,2012_1231,0,1,0
2012_1161,2012_1233,0,1,0
2012_1161,2012_1235,0,1,0
2012_1161,2012_1242,0,1,0
2012_1161,2012_1243,0,1,0
2012_1161,2012_1246,0,1,0
2012_1161,2012_1249,0,1,0
2012_1161,2012_1250,0,1,0
2012_1161,2012_1253,0,1,0
2012_1161,2012_1254,0,1,0
2012_1161,2012_1257,0,1,0
2012_1161,2012_1259,0,1,0
2012_1161,2012_1266,0,1,0
2012_1161,2012_1272,0,1,0
2012_1161,2012_1276,0,1,0
2012_1161,2012_1277,0,1,0
2012_1161,2012_1281,0,1,0
2012_1161,2012_1285,0,1,0
2012_1161,2012_1290,0,1,0
2012_1161,2012_1293,0,1,0
2012_1161,2012_1301,0,1,0
2012_1161,2012_1307,0,1,0
2012_1161,2012_1308,0,1,0
2012_1161,2012_1313,0,1,0
2012_1161,2012_1314,0,1,0
2012_1161,2012_1323,0,1,0
2012_1161,2012_1325,0,1,0
2012_1161,2012_1326,0,1,0
2012_1161,2012_1345,0,1,0
2012_1161,2012_1355,0,1,0
2012_1161,2012_1361,0,1,0
2012_1161,2012_1378,0,1,0
2012_1161,2012_1379,0,1,0
2012_1161,2012_1382,0,1,0
2012_1161,2012_1387,0,1,0
2012_1161,2012_1388,0,1,0
2012_1161,2012_1393,0,1,0
2012_1161,2012_1396,0,1,0
2012_1161,2012_1400,0,1,0
2012_1161,2012_1421,0,1,0
2012_1161,2012_1424,0,1,0
2012_1161,2012_1433,0,1,0
2012_1161,2012_1435,0,1,0
2012_1161,2012_1436,0,1,0
2012_1161,2012_1438,0,1,0
2012_1161,2012_1443,0,1,0
2012_1161,2012_1452,0,1,0
2012_1161,2012_1455,0,1,0
2012_1161,2012_1458,0,1,0
2012_1161,2012_1462,0,1,0
2012_1163,2012_1166,0,1,0
2012_1163,2012_1172,0,1,0
2012_1163,2012_1178,0,1,0
2012_1163,2012_1181,0,1,0
2012_1163,2012_1196,0,1,0
2012_1163,2012_1199,0,1,0
2012_1163,2012_1207,0,1,0
2012_1163,2012_1211,0,1,0
2012_1163,2012_1217,0,1,0
2012_1163,2012_1231,0,1,0
2012_1163,2012_1233,0,1,0
2012_1163,2012_1235,0,1,0
2012_1163,2012_1242,0,1,0
2012_1163,2012_1243,0,1,0
2012_1163,2012_1246,0,1,0
2012_1163,2012_1249,0,1,0
2012_1163,2012_1250,0,1,0
2012_1163,2012_1253,0,1,0
2012_1163,2012_1254,0,1,0
2012_1163,2012_1257,0,1,0
2012_1163,2012_1259,0,1,0
2012_1163,2012_1266,0,1,0
2012_1163,2012_1272,0,1,0
2012_1163,2012_1276,0,1,0
2012_1163,2012_1277,0,1,0
2012_1163,2012_1281,0,1,0
2012_1163,2012_1285,0,1,0
2012_1163,2012_1290,0,1,0
2012_1163,2012_1293,0,1,0
2012_1163,2012_1301,0,1,0
2012_1163,2012_1307,0,1,0
2012_1163,2012_1308,0,1,0
2012_1163,2012_1313,0,1,0
2012_1163,2012_1314,0,1,0
2012_1163,2012_1323,0,1,0
2012_1163,2012_1325,0,1,0
2012_1163,2012_1326,0,1,0
2012_1163,2012_1345,0,1,0
2012_1163,2012_1355,0,1,0
2012_1163,2012_1361,0,1,0
2012_1163,2012_1378,0,1,0
2012_1163,2012_1379,0,1,0
2012_1163,2012_1382,0,1,0
2012_1163,2012_1387,0,1,0
2012_1163,2012_1388,0,1,0
2012_1163,2012_1393,0,1,0
2012_1163,2012_1396,0,1,0
2012_1163,2012_1400,0,1,0
2012_1163,2012_1421,0,1,0
2012_1163,2012_1424,0,1,0
2012_1163,2012_1433,0,1,0
2012_1163,2012_1435,0,1,0
2012_1163,2012_1436,0,1,0
2012_1163,2012_1438,0,1,0
2012_1163,2012_1443,0,1,0
2012_1163,2012_1452,0,1,0
2012_1163,2012_1455,0,1,0
2012_1163,2012_1458,0,1,0
2012_1163,2012_1462,0,1,0
2012_1166,2012_1172,0,1,0
2012_1166,2012_1178,0,1,0
2012_1166,2012_1181,0,1,0
2012_1166,2012_1196,0,1,0
2012_1166,2012_1199,0,1,0
2012_1166,2012_1207,0,1,0
2012_1166,2012_1211,0,1,0
2012_1166,2012_1217,0,1,0
2012_1166,2012_1231,0,1,0
2012_1166,2012_1233,0,1,0
2012_1166,2012_1235,0,1,0
2012_1166,2012_1242,0,1,0
2012_1166,2012_1243,0,1,0
2012_1166,2012_1246,0,1,0
2012_1166,2012_1249,0,1,0
2012_1166,2012_1250,0,1,0
2012_1166,2012_1253,0,1,0
2012_1166,2012_1254,0,1,0
2012_1166,2012_1257,0,1,0
2012_1166,2012_1259,0,1,0
2012_1166,2012_1266,0,1,0
2012_1166,2012_1272,0,1,0
2012_1166,2012_1276,0,1,0
2012_1166,2012_1277,0,1,0
2012_1166,2012_1281,0,1,0
2012_1166,2012_1285,0,1,0
2012_1166,2012_1290,0,1,0
2012_1166,2012_1293,0,1,0
2012_1166,2012_1301,0,1,0
2012_1166,2012_1307,0,1,0
2012_1166,2012_1308,0,1,0
2012_1166,2012_1313,0,1,0
2012_1166,2012_1314,0,1,0
2012_1166,2012_1323,0,1,0
2012_1166,2012_1325,0,1,0
2012_1166,2012_1326,0,1,0
2012_1166,2012_1345,0,1,0
2012_1166,2012_1355,0,1,0
2012_1166,2012_1361,0,1,0
2012_1166,2012_1378,0,1,0
2012_1166,2012_1379,0,1,0
2012_1166,2012_1382,0,1,0
2012_1166,2012_1387,0,1,0
2012_1166,2012_1388,0,1,0
2012_1166,2012_1393,0,1,0
2012_1166,2012_1396,0,1,0
2012_1166,2012_1400,0,1,0
2012_1166,2012_1421,0,1,0
2012_1166,2012_1424,0,1,0
2012_1166,2012_1433,0,1,0
2012_1166,2012_1435,0,1,0
2012_1166,2012_1436,0,1,0
2012_1166,2012_1438,0,1,0
2012_1166,2012_1443,0,1,0
2012_1166,2012_1452,0,1,0
2012_1166,2012_1455,0,1,0
2012_1166,2012_1458,0,1,0
2012_1166,2012_1462,0,1,0
2012_1172,2012_1178,0,1,0
2012_1172,2012_1181,0,1,0
2012_1172,2012_1196,0,1,0
2012_1172,2012_1199,0,1,0
2012_1172,2012_1207,0,1,0
2012_1172,2012_1211,0,1,0
2012_1172,2012_1217,0,1,0
2012_1172,2012_1231,0,1,0
2012_1172,2012_1233,0,1,0
2012_1172,2012_1235,0,1,0
2012_1172,2012_1242,0,1,0
2012_1172,2012_1243,0,1,0
2012_1172,2012_1246,0,1,0
2012_1172,2012_1249,0,1,0
2012_1172,2012_1250,0,1,0
2012_1172,2012_1253,0,1,0
2012_1172,2012_1254,0,1,0
2012_1172,2012_1257,0,1,0
2012_1172,2012_1259,0,1,0
2012_1172,2012_1266,0,1,0
2012_1172,2012_1272,0,1,0
2012_1172,2012_1276,0,1,0
2012_1172,2012_1277,0,1,0
2012_1172,2012_1281,0,1,0
2012_1172,2012_1285,0,1,0
2012_1172,2012_1290,0,1,0
2012_1172,2012_1293,0,1,0
2012_1172,2012_1301,0,1,0
2012_1172,2012_1307,0,1,0
2012_1172,2012_1308,0,1,0
2012_1172,2012_1313,0,1,0
2012_1172,2012_1314,0,1,0
2012_1172,2012_1323,0,1,0
2012_1172,2012_1325,0,1,0
2012_1172,2012_1326,0,1,0
2012_1172,2012_1345,0,1,0
2012_1172,2012_1355,0,1,0
2012_1172,2012_1361,0,1,0
2012_1172,2012_1378,0,1,0
2012_1172,2012_1379,0,1,0
2012_1172,2012_1382,0,1,0
2012_1172,2012_1387,0,1,0
2012_1172,2012_1388,0,1,0
2012_1172,2012_1393,0,1,0
2012_1172,2012_1396,0,1,0
2012_1172,2012_1400,0,1,0
2012_1172,2012_1421,0,1,0
2012_1172,2012_1424,0,1,0
2012_1172,2012_1433,0,1,0
2012_1172,2012_1435,0,1,0
2012_1172,2012_1436,0,1,0
2012_1172,2012_1438,0,1,0
2012_1172,2012_1443,0,1,0
2012_1172,2012_1452,0,1,0
2012_1172,2012_1455,0,1,0
2012_1172,2012_1458,0,1,0
2012_1172,2012_1462,0,1,0
2012_1178,2012_1181,0,1,0
2012_1178,2012_1196,0,1,0
2012_1178,2012_1199,0,1,0
2012_1178,2012_1207,0,1,0
2012_1178,2012_1211,0,1,0
2012_1178,2012_1217,0,1,0
2012_1178,2012_1231,0,1,0
2012_1178,2012_1233,0,1,0
2012_1178,2012_1235,0,1,0
2012_1178,2012_1242,0,1,0
2012_1178,2012_1243,0,1,0
2012_1178,2012_1246,0,1,0
2012_1178,2012_1249,0,1,0
2012_1178,2012_1250,0,1,0
2012_1178,2012_1253,0,1,0
2012_1178,2012_1254,0,1,0
2012_1178,2012_1257,0,1,0
2012_1178,2012_1259,0,1,0
2012_1178,2012_1266,0,1,0
2012_1178,2012_1272,0,1,0
2012_1178,2012_1276,0,1,0
2012_1178,2012_1277,0,1,0
2012_1178,2012_1281,0,1,0
2012_1178,2012_1285,0,1,0
2012_1178,2012_1290,0,1,0
2012_1178,2012_1293,0,1,0
2012_1178,2012_1301,0,1,0
2012_1178,2012_1307,0,1,0
2012_1178,2012_1308,0,1,0
2012_1178,2012_1313,0,1,0
2012_1178,2012_1314,0,1,0
2012_1178,2012_1323,0,1,0
2012_1178,2012_1325,0,1,0
2012_1178,2012_1326,0,1,0
2012_1178,2012_1345,0,1,0
2012_1178,2012_1355,0,1,0
2012_1178,2012_1361,0,1,0
2012_1178,2012_1378,0,1,0
2012_1178,2012_1379,0,1,0
2012_1178,2012_1382,0,1,0
2012_1178,2012_1387,0,1,0
2012_1178,2012_1388,0,1,0
2012_1178,2012_1393,0,1,0
2012_1178,2012_1396,0,1,0
2012_1178,2012_1400,0,1,0
2012_1178,2012_1421,0,1,0
2012_1178,2012_1424,0,1,0
2012_1178,2012_1433,0,1,0
2012_1178,2012_1435,0,1,0
2012_1178,2012_1436,0,1,0
2012_1178,2012_1438,0,1,0
2012_1178,2012_1443,0,1,0
2012_1178,2012_1452,0,1,0
2012_1178,2012_1455,0,1,0
2012_1178,2012_1458,0,1,0
2012_1178,2012_1462,0,1,0
2012_1181,2012_1196,0,1,0
2012_1181,2012_1199,0,1,0
2012_1181,2012_1207,0,1,0
2012_1181,2012_1211,0,1,0
2012_1181,2012_1217,0,1,0
2012_1181,2012_1231,0,1,0
2012_1181,2012_1233,0,1,0
2012_1181,2012_1235,0,1,0
2012_1181,2012_1242,0,1,0
2012_1181,2012_1243,0,1,0
2012_1181,2012_1246,0,1,0
2012_1181,2012_1249,0,1,0
2012_1181,2012_1250,0,1,0
2012_1181,2012_1253,0,1,0
2012_1181,2012_1254,0,1,0
2012_1181,2012_1257,0,1,0
2012_1181,2012_1259,0,1,0
2012_1181,2012_1266,0,1,0
2012_1181,2012_1272,0,1,0
2012_1181,2012_1276,0,1,0
2012_1181,2012_1277,0,1,0
2012_1181,2012_1281,0,1,0
2012_1181,2012_1285,0,1,0
2012_1181,2012_1290,0,1,0
2012_1181,2012_1293,0,1,0
2012_1181,2012_1301,0,1,0
2012_1181,2012_1307,0,1,0
2012_1181,2012_1308,0,1,0
2012_1181,2012_1313,0,1,0
2012_1181,2012_1314,0,1,0
2012_1181,2012_1323,0,1,0
2012_1181,2012_1325,0,1,0
2012_1181,2012_1326,0,1,0
2012_1181,2012_1345,0,1,0
2012_1181,2012_1355,0,1,0
2012_1181,2012_1361,0,1,0
2012_1181,2012_1378,0,1,0
2012_1181,2012_1379,0,1,0
2012_1181,2012_1382,0,1,0
2012_1181,2012_1387,0,1,0
2012_1181,2012_1388,0,1,0
2012_1181,2012_1393,0,1,0
